site,title,company,location,description,"Jumlah Perguruan Tinggi di Bawah Kementerian Riset, Teknologi dan Pendidikan Tinggi","Jumlah Mahasiswa di Bawah Kementerian Riset, Teknologi dan Pendidikan Tinggi",Jumlah lulusan sarjana 2020,Jumlah lulusan sarjana 2021,Persentase lulusan SMA/SMK 2020,Persentase lulusan SMA/SMK 2021,Jumlah penduduk perprovinsi 2020,Jumlah penduduk perprovinsi 2021,Persentase pengangguran 2020,Persentase pengangguran 2021
indeed,Front End Developer,Diksha Technology Indonesia,DKI Jakarta,"Proven work experience as a Front-end developer. FULL WFO (onsite client) at SCBD,. At least 2 years experience as Frontend Developer using React JS.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Hana Bank,DKI Jakarta,"Provide solution to tech problems. Develop framework level code and libraries to be used by other engineer. A Bachelor's Degree (S1), majoring in IT, Computer…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Livit,DKI Jakarta,Work closely with back-end developers to integrate front-end components with the platform's back-end services. Excellent communication and collaboration skills.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Elabram Systems,DKI Jakarta,"Berpengalaman menggunakan IDE e.g L vs-code, intellij IDEA. Berpengalaman di Restful API menggunakan JSON/XML. Berpengalaman di Web Tech Stack dan Security Web.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Associate,Treessolutions,DKI Jakarta,"Minimum a Bachelor Degree (S1) majoring in Computer Science or equivalent. Expertise with modern frontend and client technologies such as React, CSS3, HTML5,…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Satu Dental Group,DKI Jakarta,Willingness to learn and stay updated on front-end technology. SatuDental is seeking a Frontend Engineer enthusiastic about developing an exceptional user…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,IndoSterling Technomedia,DKI Jakarta,"You will be responsible for building the ‘client-side’ of our web applications. Create reusable, efficient, and performable codes.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,PT Bank BTPN Tbk,DKI Jakarta,"To execute software development tasks (solution design, building unit test, code development) for delivery of new features or enhancement of Digital Banking…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Weekend Inc,DKI Jakarta,Ensuring data accuracy via back-end services integration. Ensuring pixel-perfect implementation from UI/UX mockup. Minimum age 18 years old.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,PT Merkle Inovasi Teknologi,DKI Jakarta,"Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Alatan Asasta Indonesia,DKI Jakarta,Supporting the integration of front-end and back-end components to create complete web applications. Gaining valuable insights into the full-stack development…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Techtiera Services Indonesia,DKI Jakarta,"Familiarity with front-end languages (e.g., HTML, JavaScript, and CSS). Collaborate with Front-end developers to integrate user-facing elements with server-side…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,PT Lumos Inisiatif Indonesia,DKI Jakarta,Mempunyai pengalaman minimal 2 tahun di posisi yang sama. Mempunyai keahlian dalam web markup languange termasuk HTML5 dan CSS3.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Elabram,DKI Jakarta,Monitoring and improving front-end performance. Developing and implementing front-end architecture to support user interface concepts. 22 - 35 Year(s) old.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,PT. ALTO Network,DKI Jakarta,"Strong proficiency in JavaScript, HTML, CSS, and other front-end technologies and frameworks. Manage the Software Development Life Cycle by overseeing the…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Rakamin Academy,DKI Jakarta,"Proficient with the latest core front-end technologies, such as ECMAScript (JavaScript) and Typescript, HTML, and CSS. Familiar with GitHub and Git Workflow.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Associate,Accenture,DKI Jakarta,"Experience as a software developer using ANY of the following Java platforms or languages: Design, develop, and configure software systems to meet market and/or…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Nukegraphic,DKI Jakarta,"Working together in web development life cycles with clients, designers, web programmers, and the rest of development teams to convert approved design to HTML +…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Developer,PT. Kwadran Lima Mitra Kaya Solusi,DKI Jakarta,"Experience with common front-end development tools such as Babel, Webpack, Gulp, Grunt, NPM, etc. Education minimum: Bachelor Degree Computer Science or…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,PT Esa Jasa Indonesia,DKI Jakarta,"Mengembangkan website front end dan back end. Memastikan daya tanggap aplikasi situs web. Kandidat harus memiliki setidaknya Gelar Sarjana, Ilmu Komputer…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Software Engineer,OY! Indonesia,DKI Jakarta,"Work cross-functionally with designers, product managers and other software engineersParticipate in the entire software development lifecycle from planning, coding, debugging, and writing unit testsScale, maintain, and monitor our codebase using best possible practices and implementations to support the growing number of users in OY!Write clean, maintainable and high-performance codeMinimum QualificationsEvidence of exposure to architectural patterns of a large, high-scale backend application (e.g., well-designed APIs, high volume data pipelines, efficient algorithms)Ability to work in areas outside of their usual comfort zone and get things done quicklyBachelors' degree in Computer Science or equivalent from a reputable universityExperience with Java, React and/or Flutter",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Frontend Developer,Uninet Media Sakti,DKI Jakarta,"Frontend Developer :- Minimal bekerja selama 2 tahun di bidangnya- Berpengalaman dalam menggunakan bahasa pemrograman HTML, CSS, Javascript (Vanilla JS), Javascript Framework (Svelte, VUE atau React)- Berpengalaman dalam melakukan translasi dari UI/UX design ke actual code- Berpengalaman dalam pengembangan Responsive Design UI/UX menggunakan Bootstrap- Mampu melakukan optimasi SEO dari sisi coding terhadap desain & layout UI/UX- Mampu bekerja sama dengan tim UI/UX Design & Backend Developer dalam pengembangan aplikasi- Dapat menggunakan VCS Tool dengan Git- Cepat belajar, suka tantangan & hal baru di dunia programming- Dapat bekerja secara mandiri/tim- Memiliki kemampuan analitik yang kuat & problem solving yang bagus",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Test Engineer,PT Stimulink,DKI Jakarta,"Good understanding of multiple forms of software testing throughout the entire SDLC: regression, functional, unit, black-box, white box, UAT, usability, stress…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,PT Stimulink,DKI Jakarta,"Bachelor degree in Computer Science or equivalent, preferably from a reputable university (with min GPA 2.5). Good troubleshooting and problem solving skills.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Trainee,Aero Systems Indonesia,DKI Jakarta,"The day-to-day tasks involve assisting the software development team with coding, testing, debugging, and documentation of software applications.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer Intern,OY! Indonesia,DKI Jakarta,"Work on high-impact projects, mobile and/or our internal tooling, and help build the future of OY! The employee will be enrolled with BPJS Ketenagakerjaan &…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Full Stack Developer,Samsung Electronics,DKI Jakarta,Minimum 2 years as software engineer. Understand and implement software-related requirement accurately in order to provide software that meets its purpose.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Tokopedia,DKI Jakarta,Convert given high-level software design to low-level software design. 3+ years of active software development. Write well-formatted modular code.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Samsung Electronics,DKI Jakarta,"Develop software optimized for usability, performance, maintenance and etc. based on understanding the Android platform.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Mekari (PT. Mid Solusi Nusantara),DKI Jakarta,Design and build advanced applications for the iOS/Android platform. Troubleshoot and solve various mobile application issues. Experience in writing Unit Tests.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Junior Software Engineer,tiket.com,DKI Jakarta,Build and extend our backend code based on SOLID Principle and Clean Code. Maintain and extend our test suite. Experienced in using Golang and Java.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Samsung Electronics,DKI Jakarta,"Minimum 2 years of experience as software engineer. Develop software optimized for usability, performance, maintenance and etc.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Samsung Electronics,DKI Jakarta,Experiences on software construction and unit test. Understand and implement software-related requirement accurately in order to provide service that meets its…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Full Stack Developer,Bukalapak,DKI Jakarta,"Bachelor's degree in Computer Science or related fields, or equivalent professional experience in software development.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Gojek,DKI Jakarta,The person should be passionate about maintaining a clean and maintainable codebase. Your primary focus will be the development of distributed systems and…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Tokopedia,DKI Jakarta,"Convert given high level software design to low level software design. Plus points: Familiarity with RxSwift, IGListKit and Texture is a plus, past software…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Mekari (PT. Mid Solusi Nusantara),DKI Jakarta,Passionate about problem-solving and software engineering. Develop the product that will impact thousands of businesses and millions of users.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Samsung Electronics,DKI Jakarta,Understand and implement software-related requirement accurately in order to provide software that meets its purpose. Experience in Spring Boot Java.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Mekari (PT. Mid Solusi Nusantara),DKI Jakarta,Past experience with Test Driven Development (TDD) process for software development. Extensive experience in frontend development using Vue.js (Strong web…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Samsung Electronics,DKI Jakarta,"Experiences on software construction and unit test. Develop software optimized for usability, performance, maintenance and etc. based on understanding the…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Tokopedia,DKI Jakarta,Convert given high level software design to low level software design. 1-4 years of active software development. Write well formatted modular code.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Junior Software Engineer,Global Tiket Network,DKI Jakarta,Build and extend our backend code based on SOLID Principle and Clean Code. Maintain and extend our test suite. Experienced in using Golang and Java.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Senior Software Engineer,VIDA Digital Identity,DKI Jakarta,"Strong understanding of software design concepts, patterns, tools, and best practices. Simply put, these people are deprived of social benefits, such as…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Test Engineer,Tokopedia,DKI Jakarta,A computer science or equivalent background with 1-2+ years of software development experience. Analyze and decompose complex software systems and collaborate…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,RVantage Pte Ltd.,DKI Jakarta,"Collaborate with other engineers and designers to develop and ship features. Understanding of software engineering best practices including testing, debugging,…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Test Engineer,Tokopedia,DKI Jakarta,A computer science or equivalent background with 1-2+ years of software development experience. Analyze and decompose complex software systems and collaborate…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Full Stack Developer,Permana Solutions,DKI Jakarta,"Work in cross functional teams with product managers, UX designers and QA engineers to ship software on-quality and on-time.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Senior Software Engineer,Jobs for Humanity,DKI Jakarta,"Participating in software design meetings to determine technical requirements. Designing, programming, debugging, and modifying software enhancements.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Project Support,PT Nexcom Indonesia,DKI Jakarta,Collecting and checking all project data from engineer and technician. Able to be trained to be proficient in using digital image processing software.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Software Engineer,Mekari (PT. Mid Solusi Nusantara),DKI Jakarta,Design and build advanced applications for the iOS/Android platform. Troubleshoot and solve various mobile application issues. Experience in writing Unit Tests.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,PT Humana International Indonesia,DKI Jakarta,Developing web applications testing and debugging web applications. Experienced in software development at least 2 years. Web Development: 2 years (Required).,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,ORANGE MEDIA MALAYSIA,DKI Jakarta,Design and build consistent experiences across our web properties. Ensure website consistency across all pages and other web properties *Bridge the gap between…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,PT Esa Jasa Indonesia,DKI Jakarta,"Memastikan daya tanggap aplikasi situs web. Mengembangkan website front end dan back end. Kandidat harus memiliki setidaknya Gelar Sarjana, Ilmu Komputer…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Humana International,DKI Jakarta,Developing web applications testing and debugging web applications. Experienced in software development at least 2 years.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Monotaro,DKI Jakarta,"Minimum 3 years in web development. Solid experience in HTML, CSS, Javascript, or other web presentation technology. Basic understanding of Database, SQL.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,PT KB Insurance Indonesia,DKI Jakarta,"Candidate must possess at least Bachelor’s Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,PT Merkle Inovasi Teknologi,DKI Jakarta,Strong understanding of the web development cycle and programming techniques and tools. Collaborating with the front-end developers and other team members to…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Osphere Global Solutions,DKI Jakarta,"Proven experience as a web developer, including a portfolio of previous web development projects. Experience with web development frameworks and libraries (e.g.…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,PT Elabram Systems,DKI Jakarta,Identifying web-based user interactions. Reviewing application requirements and interface designs. Developing and implementing highly responsive user interface…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Diksha Technology Indonesia,DKI Jakarta,"Proven work experience as a Front-end developer. In-depth understanding of the entire web development process (design, development, and deployment).",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Zero One Group,DKI Jakarta,"You’ll be able to directly implement your knowledge and grow in areas including agile methodology, full-stack development and business processes.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Kompas.com,DKI Jakarta,"Minimum 2-3 years experience as a web programmer. Confirms project requirements by reviewing program objective, input data, and output requirements.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,PT. Kreativa Medica Sejahtera,DKI Jakarta,"Mampu membuat responsive web. Mampu membuat web secara full stack development. Menguasai PHP, Database, Javascript. Familiar dengan framework PHP.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Ziptango,DKI Jakarta,The web developer will be responsible in developing Ziptango web platform. Comfortable working and building web app. Optimize and improve web response time.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Elabram Systems,DKI Jakarta,"Berpengalaman menggunakan IDE e.g L vs-code, intellij IDEA. Berpengalaman di Restful API menggunakan JSON/XML. Berpengalaman di Web Tech Stack dan Security Web.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,"IT Developer (Java, PHP, .NET, Reactjs)",PT. Astra Graphia Information Technology (AGIT),DKI Jakarta,"Write clean, secure, test driven, easily maintainable and modular codes.Translate application requirements into functional applications.Identify bottlenecks and bugs, and give solutions to these problems.Write technical procedures and documentation for the applications including operations, user guide, etc.Work with other team members.Minimum QualificationsMinimum S1 all major background (preferred in Information technology.Self-motivated and takes accountability and ownership for work under minimum supervisionAbility to develop using Application Lifecycle Management tools (GIT).Having good knowledge on .NET Framework Foundation namespace (Collections, Data, Linq, Web, Transaction).Having good knowledge on HTML, CSS, JavaScript.Working knowledge on Web Services, WCF (REST, SOAP, etc.), Web API, T-SQL.Solid working knowledge on .NET Core using C#.Proficiency in Object Oriented Programming (Inheritance, Encapsulation, and Polymorphism).Experience: 2-3 years of relevant experience on .Net Framework programming language",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Frontend Developer,Uninet Media Sakti,DKI Jakarta,"Frontend Developer :- Minimal bekerja selama 2 tahun di bidangnya- Berpengalaman dalam menggunakan bahasa pemrograman HTML, CSS, Javascript (Vanilla JS), Javascript Framework (Svelte, VUE atau React)- Berpengalaman dalam melakukan translasi dari UI/UX design ke actual code- Berpengalaman dalam pengembangan Responsive Design UI/UX menggunakan Bootstrap- Mampu melakukan optimasi SEO dari sisi coding terhadap desain & layout UI/UX- Mampu bekerja sama dengan tim UI/UX Design & Backend Developer dalam pengembangan aplikasi- Dapat menggunakan VCS Tool dengan Git- Cepat belajar, suka tantangan & hal baru di dunia programming- Dapat bekerja secara mandiri/tim- Memiliki kemampuan analitik yang kuat & problem solving yang bagus",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Application Developer,DiMuto,DKI Jakarta,"Familiarity with sqflite & offline-first app development. Develop new projects using Flutter. Troubleshoot, maintain and support existing Flutter projects.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Application Developer,INTERSYS OPTIMA NUSANTARA,DKI Jakarta,"Research the given requirement, report any difficulties and suggest better approach to implement the required features. Training will be provided upon hiring.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Android Developer,Farmers Market 99 Indonesia,DKI Jakarta,"Develop mobile App & Web in ReactNative. Cooperating with back-end developers, designers, and the rest of the team to deliver well-architected and high-quality…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Techtiera Services Indonesia,DKI Jakarta,"Have minimum 3 years of working experience as mobile developer. Develop and maintain iOS mobile applications for sales platforms used cars, with a focus on…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Application Developer,PT Astra Digital Mobil (mobbi),DKI Jakarta,"At least 7 years of overall work experience in developing iOS mobile applications. Proficient in using Programming Language (Java, Kotlin, Swift, Objective-C),…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Xpert Digital Pvt Ltd,DKI Jakarta,Stay updated on mobile app development trends. Proven mobile app development experience of 4-5 years. Optimize app performance and security.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Livit,DKI Jakarta,Strong understanding of mobile app architecture and design patterns. Experience with mobile app performance optimization and debugging tools.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Inspiro,DKI Jakarta,Developing application programming interfaces (APIs) to support mobile functionality. Working closely with colleagues to constantly innovate app functionality…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,C++ Developer,Errai Pasifik,DKI Jakarta,"You'll write a mobile application that constantly runs in the background without draining device resources. NET technologies, especially C++ .NET.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Ideku Technology Solution Pte Ltd,DKI Jakarta,"Candidate must possess at least a Bachelor's Degree (S1), Engineering (Computer/Telecommunication), or equivalent. Have Experience using Kotlin Jetpack Compose.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,PT YUBI TECHNOLOGY,DKI Jakarta,"Memahami deployment app ke PlayStore, AppStore. Mengembangkan aplikasi berbasis Mobile (Android & iOS). Menganalisa sistem arsitektur dan menyediakan solusi…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,PT Neural Technologies Indonesia,DKI Jakarta,Developed mobile-based management information system application. Familiarity with RESTful APIs to connect mobile applications to back-end services.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Humana International,DKI Jakarta,"Develop, enhance and maintain the mobile app. Understand the business requirement based on request document. Estimate the time spent on each task given.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,PT Yubi Technology,DKI Jakarta,"Memahami deployment app ke PlayStore, AppStore. Menganalisa sistem arsitektur dan menyediakan solusi terbaik agar sesuai dengan kebutuhan sistem.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,PT Ikonsultan Inovatama,DKI Jakarta,"* Strong leadership skills to guide and mentor a team of mobile developers. * Knowledge of mobile app security best practices, including encryption,…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,PT Ikonsultan Inovatama,DKI Jakarta,"* Strong leadership skills to guide and mentor a team of mobile developers. * Knowledge of mobile app security best practices, including encryption,…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Ziptango,DKI Jakarta,Comfortable working and building web app. The web developer will be responsible in developing Ziptango web platform. Optimize and improve web response time.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Ios Developer,SALT,DKI Jakarta,Passion in mobile software engineering and mobile products. Develop new and existing mobile applications. Develop user interface based on design provided.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Senior Software Engineer,Mekari (PT. Mid Solusi Nusantara),DKI Jakarta,Provide routine mentoring for junior mobile developers. Min 3-4 years of experience as a mobile developer. Detail-oriented in terms of managing app performances…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Mobile Developer,Wilmar Group Indonesia,DKI Jakarta,"Familiar with RESTful APIs and mobile app architecture patterns. Develop quality software, mobile applications. Design highly scalable, testable code.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Android Developer,KinerjaPay Corp.,DKI Jakarta,Obtain buy-in from leadership in order to secure resources for app development. Manage the full technical life-cycle during each development phase.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Developer,Tata Consultancy Services,DKI Jakarta,"About TCS:A purpose-led organization that is building a meaningful future through innovation, technology, and collective knowledge. We're #BuildingOnBelief.Tata Consultancy Services (TCS) is a global leader in IT services, digital and business solutions that partners with its clients to simplify, strengthen and transform their businesses. TCS offers a consulting-led, integrated portfolio of IT, BPS, infrastructure, engineering and assurance services. We ensure the highest levels of certainty and satisfaction through a deep-set commitment to our clients, comprehensive industry expertise and a global network of innovation and delivery centers. For more information, visit us at www.tcs.com.TCS began its operations in 1998 in Australia, starting from Sydney. Today it has regional offices across the country with a strong work force skilled across a range of IT-related infrastructure, business process and engineering projects. TCS’ growing clientele are a number of Australia’s biggest companies.Mandatory Qualifications Education Min. S1 Computer Science or InformaticsExperience as a programmer Min. 3 yearsExperience in working for companies which are developing ERP/LMS for education sectorActual WorkCreating Reports and HTML JSON based User Dashboard based on user requirements.Implementing electronic forms using mySQL, Java, html, js, css. Knowledge of UI/UX plugins and frameworks such as bootstrap, jquery, AngularJS and fusionchartsAttending, Analyzing and providing resolutions to problem reported.Leadership Training from world top 5 IT Services Company and its application in project.Good to haveExperts in the analysis, design and development of enterprise-level cloud applications on web and mobile platforms with microservices architectureMastering Horizontal and Vertical Scaling Techniques in application infrastructureMastering the implementation of system integration and web service REST API and SOAPMastering the concept and implementation of relational and non-relational DBFamiliar with source code repository Management and version controlMastering agile methodology in application developmentThank you for your interest in applying for this position with TCS. All applicants who meet the requirements will be considered equally and fairly for employment. We will review your application and will get back to you if we are considering your interest in this opportunity.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Java Developer,Lawencon Internasional,DKI Jakarta,"PT Lawencon Internasional is a rapid growth and highly innovative IT company with focused in Enterprise Business Industry. Starting from ERP Implementation and database managed services projects, or team commit to grow our business consistently and rapidly in other services area to support our client needs.Responsibilities:Understand and implement requirement of business users.Develop, testing, analyze and manage Java Web Application and supporting tools.Design database if needed for development.Coordinate with project team to achieve project performance target.Ensure software run smoothly by user.Requirements:Diploma/Bachelor/Professional Degree in Engineering: Computer/ Information/Tech/Science/Math or relevant.Strong in J2EE MVC ,Hibernate,Angular, React JS HTML, JS,CSS,OOP, SQL & RDBMS programming Skill.Handling Oracle DatabaseExperiences in Work/Project based on Java Tech Platform for 2-3 years.High passion in software engineering.Fast learner, good problem solving, teamwork and analytical skills.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Network Engineer,Elabram Systems,DKI Jakarta,"Mengetahui Topologi Jaringan, TCP/IP Network, IPv4.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Network Engineer,PT. Jasa Teknologi Informasi IBM,DKI Jakarta,"Monitor network performance and troubleshoot issues, implementing proactive measures to optimize network performance and minimize downtime.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
